,index,seconds,minutes,dateTime,cli_temp,ser_vol,ser_cur,ser_pow,cli_vol,cli_cur,cli_pow,newIndex
270,1553,1553.684,25.8947333333,20220503 17:55:14,54.5,5,0.41,2.05,5,0.63,3.15,14
271,1554,1554.688,25.9114666667,20220503 17:55:15,54.75,5,0.41,2.05,5,0.41,2.05,15
272,1555,1555.688,25.9281333333,20220503 17:55:16,54.5,5,0.41,2.05,5,0.53,2.65,16
273,1556,1556.686,25.9447666667,20220503 17:55:17,54.25,5,0.41,2.05,5,0.81,4.05,17
274,1557,1557.688,25.9614666667,20220503 17:55:18,54.5,5,0.41,2.05,5,0.5,2.5,18
275,1558,1558.687,25.9781166667,20220503 17:55:19,54.75,5,0.41,2.05,5,0.41,2.05,19
276,1559,1559.689,25.9948166667,20220503 17:55:20,54.5,5,0.41,2.05,5,0.8,4.0,20
277,1560,1560.689,26.0114833333,20220503 17:55:21,54.5,5,0.42,2.1,5,0.8,4.0,21
278,1561,1561.689,26.02815,20220503 17:55:22,54.5,5,0.41,2.05,5,0.5,2.5,22
279,1562,1562.688,26.0448,20220503 17:55:23,55.25,5,0.41,2.05,5,0.45,2.25,23
280,1563,1563.689,26.0614833333,20220503 17:55:24,55.0,5,0.41,2.05,5,0.8,4.0,24
281,1564,1564.689,26.07815,20220503 17:55:25,54.75,5,0.46,2.3,5,0.8,4.0,25
282,1565,1565.685,26.09475,20220503 17:55:26,55.0,5,0.41,2.05,5,0.68,3.4,26
283,1566,1566.685,26.1114166667,20220503 17:55:27,55.75,5,0.41,2.05,5,0.41,2.05,27
284,1567,1567.689,26.12815,20220503 17:55:28,55.5,5,0.41,2.05,5,0.82,4.1,28
285,1568,1568.689,26.1448166667,20220503 17:55:29,55.25,5,0.43,2.15,5,0.83,4.15,29
286,1569,1569.689,26.1614833333,20220503 17:55:30,55.75,5,0.41,2.05,5,0.5,2.5,30
287,1570,1570.687,26.1781166667,20220503 17:55:31,56.25,5,0.41,2.05,5,0.46,2.3,31
288,1571,1571.688,26.1948,20220503 17:55:32,56.0,5,0.41,2.05,5,0.79,3.95,32
289,1572,1572.686,26.2114333333,20220503 17:55:33,55.75,5,0.41,2.05,5,0.64,3.2,33
290,1573,1573.686,26.2281,20220503 17:55:34,56.25,5,0.41,2.05,5,0.66,3.3,34
291,1574,1574.686,26.2447666667,20220503 17:55:35,56.5,5,0.41,2.05,5,0.88,4.4,35
292,1575,1575.685,26.2614166667,20220503 17:55:36,56.75,5,0.41,2.05,5,0.5,2.5,36
293,1576,1576.69,26.2781666667,20220503 17:55:37,56.75,5,0.41,2.05,5,0.76,3.8,37
294,1577,1577.685,26.29475,20220503 17:55:38,56.25,5,0.41,2.05,5,0.82,4.1,38
295,1578,1578.689,26.3114833333,20220503 17:55:39,56.25,5,0.41,2.05,5,0.78,3.9,39
296,1579,1579.688,26.3281333333,20220503 17:55:40,56.75,5,0.41,2.05,5,0.67,3.35,40
297,1580,1580.686,26.3447666667,20220503 17:55:41,57.25,5,0.56,2.8,5,0.7,3.5,41
298,1581,1581.684,26.3614,20220503 17:55:42,57.25,5,0.43,2.15,5,0.5,2.5,42
299,1720,1720.686,28.6781,20220503 17:58:01,50.5,5,0.41,2.05,5,0.43,2.15,0
300,1721,1721.685,28.69475,20220503 17:58:02,50.5,5,0.41,2.05,5,0.43,2.15,1
301,1722,1722.684,28.7114,20220503 17:58:03,50.5,5,0.41,2.05,5,0.45,2.25,2
302,1723,1723.686,28.7281,20220503 17:58:04,50.75,5,0.49,2.45,5,0.53,2.65,3
303,1724,1724.684,28.7447333333,20220503 17:58:05,51.25,5,0.5,2.5,5,0.68,3.4,4
304,1725,1725.684,28.7614,20220503 17:58:06,51.75,5,0.41,2.05,5,0.84,4.2,5
305,1726,1726.684,28.7780666667,20220503 17:58:07,52.0,5,0.41,2.05,5,0.74,3.7,6
306,1727,1727.686,28.7947666667,20220503 17:58:08,52.75,5,0.41,2.05,5,0.59,2.95,7
307,1728,1728.686,28.8114333333,20220503 17:58:09,53.5,5,0.61,3.05,5,0.54,2.7,8
308,1729,1729.689,28.82815,20220503 17:58:10,54.0,5,0.47,2.35,5,0.64,3.2,9
309,1730,1730.686,28.8447666667,20220503 17:58:11,54.0,5,0.47,2.35,5,0.62,3.1,10
310,1731,1731.689,28.8614833333,20220503 17:58:12,54.25,5,0.47,2.35,5,0.86,4.3,11
311,1732,1732.686,28.8781,20220503 17:58:13,55.0,5,0.41,2.05,5,0.73,3.65,12
312,1733,1733.687,28.8947833333,20220503 17:58:14,55.25,5,0.41,2.05,5,0.41,2.05,13
313,1734,1734.686,28.9114333333,20220503 17:58:15,54.75,5,0.41,2.05,5,0.74,3.7,14
314,1735,1735.689,28.92815,20220503 17:58:16,54.25,5,0.47,2.35,5,0.73,3.65,15
315,1736,1736.684,28.9447333333,20220503 17:58:17,54.5,5,0.41,2.05,5,0.49,2.45,16
316,1737,1737.685,28.9614166667,20220503 17:58:18,55.0,5,0.41,2.05,5,0.56,2.8,17
317,1738,1738.685,28.9780833333,20220503 17:58:19,54.75,5,0.41,2.05,5,0.66,3.3,18
318,1739,1739.684,28.9947333333,20220503 17:58:20,54.5,5,0.41,2.05,5,0.5,2.5,19
319,1740,1740.688,29.0114666667,20220503 17:58:21,55.0,5,0.41,2.05,5,0.41,2.05,20
320,1741,1741.685,29.0280833333,20220503 17:58:22,54.75,5,0.41,2.05,5,0.73,3.65,21
321,1742,1742.689,29.0448166667,20220503 17:58:23,54.75,5,0.44,2.2,5,0.71,3.55,22
322,1743,1743.688,29.0614666667,20220503 17:58:24,55.0,5,0.41,2.05,5,0.49,2.45,23
323,1744,1744.684,29.0780666667,20220503 17:58:25,55.25,5,0.41,2.05,5,0.41,2.05,24
324,1745,1745.687,29.0947833333,20220503 17:58:26,55.25,5,0.41,2.05,5,0.8,4.0,25
325,1746,1746.686,29.1114333333,20220503 17:58:27,55.0,5,0.43,2.15,5,0.8,4.0,26
326,1747,1747.686,29.1281,20220503 17:58:28,55.25,5,0.41,2.05,5,0.7,3.5,27
327,1748,1748.685,29.14475,20220503 17:58:29,55.75,5,0.41,2.05,5,0.52,2.6,28
328,1749,1749.687,29.16145,20220503 17:58:30,55.75,5,0.41,2.05,5,0.81,4.05,29
329,1750,1750.686,29.1781,20220503 17:58:31,55.5,5,0.41,2.05,5,0.75,3.75,30
330,1751,1751.684,29.1947333333,20220503 17:58:32,56.25,5,0.41,2.05,5,0.48,2.4,31
331,1752,1752.686,29.2114333333,20220503 17:58:33,56.25,5,0.41,2.05,5,0.41,2.05,32
332,1753,1753.684,29.2280666667,20220503 17:58:34,56.0,5,0.41,2.05,5,0.85,4.25,33
333,1754,1754.687,29.2447833333,20220503 17:58:35,55.75,5,0.41,2.05,5,0.65,3.25,34
334,1755,1755.686,29.2614333333,20220503 17:58:36,56.25,5,0.43,2.15,5,0.68,3.4,35
335,1756,1756.686,29.2781,20220503 17:58:37,56.25,5,0.41,2.05,5,0.79,3.95,36
336,1757,1757.684,29.2947333333,20220503 17:58:38,56.5,5,0.41,2.05,5,0.5,2.5,37
337,1758,1758.684,29.3114,20220503 17:58:39,57.0,5,0.41,2.05,5,0.73,3.65,38
338,1759,1759.685,29.3280833333,20220503 17:58:40,56.75,5,0.41,2.05,5,0.8,4.0,39
339,1760,1760.689,29.3448166667,20220503 17:58:41,56.5,5,0.41,2.05,5,0.77,3.85,40
340,1761,1761.689,29.3614833333,20220503 17:58:42,57.0,5,0.41,2.05,5,0.66,3.3,41
341,1762,1762.686,29.3781,20220503 17:58:43,57.5,5,0.49,2.45,5,0.77,3.85,42
342,1763,1763.688,29.3948,20220503 17:58:44,57.75,5,0.49,2.45,5,0.5,2.5,43
343,1903,1903.686,31.7281,20220503 18:01:04,50.75,5,0.41,2.05,5,0.41,3.15,0
344,1904,1904.686,31.7447666667,20220503 18:01:05,50.5,5,0.41,2.05,5,0.44,2.2,1
345,1905,1905.689,31.7614833333,20220503 18:01:06,51.25,5,0.49,2.45,5,0.59,2.95,2
346,1906,1906.684,31.7780666667,20220503 18:01:07,51.5,5,0.43,2.15,5,0.78,3.9,3
347,1907,1907.689,31.7948166667,20220503 18:01:08,52.0,5,0.41,2.05,5,0.85,4.25,4
348,1908,1908.685,31.8114166667,20220503 18:01:09,52.75,5,0.41,2.05,5,0.71,3.55,5
349,1909,1909.684,31.8280666667,20220503 18:01:10,53.75,5,0.49,2.45,5,0.49,2.45,6
350,1910,1910.684,31.8447333333,20220503 18:01:11,54.0,5,0.49,2.45,5,0.66,3.3,7
351,1911,1911.684,31.8614,20220503 18:01:12,54.0,5,0.49,2.45,5,0.65,3.25,8
352,1912,1912.685,31.8780833333,20220503 18:01:13,54.25,5,0.46,2.3,5,0.66,3.3,9
353,1913,1913.689,31.8948166667,20220503 18:01:14,54.25,5,0.41,2.05,5,0.68,3.4,10
354,1914,1914.686,31.9114333333,20220503 18:01:15,54.75,5,0.41,2.05,5,0.41,2.05,11
355,1915,1915.686,31.9281,20220503 18:01:16,55.0,5,0.41,2.05,5,0.41,2.05,12
356,1916,1916.687,31.9447833333,20220503 18:01:17,54.5,5,0.41,2.05,5,0.83,4.15,13
357,1917,1917.687,31.96145,20220503 18:01:18,54.5,5,0.41,2.05,5,0.71,3.55,14
358,1918,1918.685,31.9780833333,20220503 18:01:19,55.0,5,0.41,2.05,5,0.41,2.05,15
359,1919,1919.688,31.9948,20220503 18:01:20,55.0,5,0.41,2.05,5,0.41,2.05,16
360,1920,1920.689,32.0114833333,20220503 18:01:21,54.5,5,0.41,2.05,5,0.72,3.6,17
361,1921,1921.687,32.0281166667,20220503 18:01:22,54.5,5,0.41,2.05,5,0.51,2.55,18
362,1922,1922.688,32.0448,20220503 18:01:23,55.0,5,0.41,2.05,5,0.46,2.3,19
363,1923,1923.686,32.0614333333,20220503 18:01:24,55.25,5,0.41,2.05,5,0.82,4.1,20
364,1924,1924.684,32.0780666667,20220503 18:01:25,54.5,5,0.43,2.15,5,0.8,4.0,21
365,1925,1925.684,32.0947333333,20220503 18:01:26,54.5,5,0.41,2.05,5,0.49,2.45,22
366,1926,1926.684,32.1114,20220503 18:01:27,55.5,5,0.41,2.05,5,0.41,2.05,23
367,1927,1927.684,32.1280666667,20220503 18:01:28,54.75,5,0.41,2.05,5,0.8,4.0,24
368,1928,1928.686,32.1447666667,20220503 18:01:29,54.75,5,0.44,2.2,5,0.73,3.85,25
369,1929,1929.687,32.16145,20220503 18:01:30,55.25,5,0.41,2.05,5,0.64,3.2,26
370,1930,1930.684,32.1780666667,20220503 18:01:31,55.75,5,0.41,2.05,5,0.5,2.5,27
371,1931,1931.685,32.19475,20220503 18:01:32,55.75,5,0.41,2.05,5,0.81,4.05,28
372,1932,1932.687,32.21145,20220503 18:01:33,55.5,5,0.41,2.05,5,0.81,4.05,29
373,1933,1933.684,32.2280666667,20220503 18:01:34,55.75,5,0.41,2.05,5,0.55,2.75,30
374,1934,1934.688,32.2448,20220503 18:01:35,56.25,5,0.41,2.05,5,0.49,2.45,31
375,1935,1935.686,32.2614333333,20220503 18:01:36,56.25,5,0.41,2.05,5,0.81,4.05,32
376,1936,1936.686,32.2781,20220503 18:01:37,55.75,5,0.41,2.05,5,0.65,3.25,33
377,1937,1937.686,32.2947666667,20220503 18:01:38,56.5,5,0.42,2.1,5,0.66,3.3,34
378,1938,1938.687,32.31145,20220503 18:01:39,56.75,5,0.41,2.05,5,0.77,3.85,35
379,1939,1939.684,32.3280666667,20220503 18:01:40,56.75,5,0.41,2.05,5,0.5,2.5,36
380,1940,1940.689,32.3448166667,20220503 18:01:41,57.0,5,0.41,2.05,5,0.63,3.15,37
381,1941,1941.684,32.3614,20220503 18:01:42,56.25,5,0.41,2.05,5,0.79,3.95,38
382,1942,1942.688,32.3781333333,20220503 18:01:43,56.5,5,0.41,2.05,5,0.76,3.8,39
383,1943,1943.688,32.3948,20220503 18:01:44,56.75,5,0.41,2.05,5,0.67,3.35,40
384,1944,1944.684,32.4114,20220503 18:01:45,57.25,5,0.46,2.3,5,0.74,3.7,41
385,2085,2085.686,34.7614333333,20220503 18:04:06,50.5,5,0.41,2.05,5,0.63,3.15,0
386,2086,2086.687,34.7781166667,20220503 18:04:07,50.25,5,0.49,2.45,5,0.49,2.45,1
387,2087,2087.689,34.7948166667,20220503 18:04:08,50.75,5,0.49,2.45,5,0.56,2.8,2
388,2088,2088.689,34.8114833333,20220503 18:04:09,51.25,5,0.41,2.05,5,0.75,3.75,3
389,2089,2089.687,34.8281166667,20220503 18:04:10,52.25,5,0.41,2.05,5,0.76,3.8,4
390,2090,2090.687,34.8447833333,20220503 18:04:11,53.0,5,0.41,2.05,5,0.66,3.3,5
391,2091,2091.688,34.8614666667,20220503 18:04:12,53.5,5,0.49,2.45,5,0.56,2.8,6
392,2092,2092.686,34.8781,20220503 18:04:13,53.75,5,0.43,2.15,5,0.65,3.25,7
393,2093,2093.689,34.8948166667,20220503 18:04:14,53.75,5,0.49,2.45,5,0.7,3.5,8
394,2094,2094.688,34.9114666667,20220503 18:04:15,54.0,5,0.45,2.25,5,0.65,3.25,9
395,2095,2095.684,34.9280666667,20220503 18:04:16,54.0,5,0.45,2.25,5,0.5,2.5,10
396,2096,2096.685,34.94475,20220503 18:04:17,54.75,5,0.41,2.05,5,0.41,2.05,11
397,2097,2097.684,34.9614,20220503 18:04:18,54.75,5,0.42,2.1,5,0.81,4.05,12
398,2098,2098.688,34.9781333333,20220503 18:04:19,54.25,5,0.47,2.35,5,0.85,4.25,13
399,2099,2099.685,34.99475,20220503 18:04:20,54.25,5,0.41,2.05,5,0.49,2.45,14
400,2100,2100.688,35.0114666667,20220503 18:04:21,55.0,5,0.41,2.05,5,0.41,2.05,15
401,2101,2101.685,35.0280833333,20220503 18:04:22,54.5,5,0.41,2.05,5,0.81,4.05,16
402,2102,2102.689,35.0448166667,20220503 18:04:23,54.25,5,0.45,2.25,5,0.67,3.35,17
403,2103,2103.687,35.06145,20220503 18:04:24,54.5,5,0.41,2.05,5,0.41,2.05,18
404,2104,2104.689,35.07815,20220503 18:04:25,55.0,5,0.41,2.05,5,0.41,2.05,19
405,2105,2105.687,35.0947833333,20220503 18:04:26,54.75,5,0.41,2.05,5,0.66,3.3,20
406,2106,2106.687,35.11145,20220503 18:04:27,54.5,5,0.42,2.05,5,0.8,4.0,21
407,2107,2107.69,35.1281666667,20220503 18:04:28,55.0,5,0.41,2.05,5,0.49,2.45,22
408,2108,2108.687,35.1447833333,20220503 18:04:29,55.5,5,0.41,2.05,5,0.41,2.05,23
409,2109,2109.686,35.1614333333,20220503 18:04:30,55.0,5,0.41,2.05,5,0.81,4.05,24
410,2110,2110.685,35.1780833333,20220503 18:04:31,54.5,5,0.42,2.1,5,0.78,3.9,25
411,2111,2111.687,35.1947833333,20220503 18:04:32,55.25,5,0.41,2.05,5,0.65,3.25,26
412,2112,2112.686,35.2114333333,20220503 18:04:33,55.5,5,0.41,2.05,5,0.52,2.6,27
413,2113,2113.689,35.22815,20220503 18:04:34,55.5,5,0.41,2.05,5,0.84,4.2,28
414,2114,2114.685,35.24475,20220503 18:04:35,55.5,5,0.41,2.05,5,0.85,4.25,29
415,2115,2115.689,35.2614833333,20220503 18:04:36,56.0,5,0.41,2.05,5,0.5,2.5,30
416,2116,2116.689,35.27815,20220503 18:04:37,56.25,5,0.41,2.05,5,0.79,3.95,31
417,2117,2117.684,35.2947333333,20220503 18:04:38,55.75,5,0.41,2.05,5,0.81,4.05,32
418,2118,2118.687,35.31145,20220503 18:04:39,55.75,5,0.41,2.05,5,0.66,3.3,33
419,2119,2119.685,35.3280833333,20220503 18:04:40,56.25,5,0.41,2.05,5,0.66,3.3,34
420,2120,2120.689,35.3448166667,20220503 18:04:41,56.5,5,0.41,2.05,5,0.5,2.5,35
421,2121,2121.689,35.3614833333,20220503 18:04:42,56.5,5,0.41,2.05,5,0.5,2.5,36
422,2122,2122.686,35.3781,20220503 18:04:43,56.0,5,0.41,2.05,5,0.71,3.55,37
423,2123,2123.687,35.3947833333,20220503 18:04:44,56.0,5,0.41,2.05,5,0.8,4.0,38
424,2124,2124.685,35.4114166667,20220503 18:04:45,56.75,5,0.41,2.05,5,0.67,3.35,39
425,2125,2125.689,35.42815,20220503 18:04:46,57.0,5,0.56,2.8,5,0.71,3.55,40
426,2126,2126.685,35.44475,20220503 18:04:47,57.25,5,0.41,2.05,5,0.5,2.5,41
427,444,444.642,7.4107,20220503 18:18:23,49.0,5,0.41,2.05,5,0.75,3.75,0
428,445,445.644,7.4274,20220503 18:18:24,49.0,5,0.49,2.45,5,0.59,2.95,1
429,446,446.642,7.4440333333,20220503 18:18:25,49.75,5,0.49,2.45,5,0.66,3.3,2
430,447,447.646,7.4607666667,20220503 18:18:26,50.0,5,0.41,2.05,5,0.78,3.9,3
431,448,448.646,7.4774333333,20220503 18:18:27,50.5,5,0.41,2.05,5,0.8,4.0,4
432,449,449.644,7.4940666667,20220503 18:18:28,51.25,5,0.41,2.05,5,0.7,3.5,5
433,450,450.643,7.5107166667,20220503 18:18:29,52.5,5,0.49,2.45,5,0.49,2.45,6
434,451,451.646,7.5274333333,20220503 18:18:30,52.5,5,0.41,2.05,5,0.64,3.2,7
435,452,452.643,7.54405,20220503 18:18:31,52.75,5,0.56,2.8,5,0.87,4.35,8
436,453,453.647,7.5607833333,20220503 18:18:32,53.0,5,0.48,2.4,5,0.85,4.25,9
437,454,454.645,7.5774166667,20220503 18:18:33,53.25,5,0.41,2.05,5,0.49,2.45,10
438,455,455.643,7.59405,20220503 18:18:34,53.75,5,0.41,2.05,5,0.41,2.05,11
439,456,456.642,7.6107,20220503 18:18:35,53.75,5,0.41,2.05,5,0.65,3.25,12
440,457,457.644,7.6274,20220503 18:18:36,53.25,5,0.43,2.15,5,0.79,3.95,13
441,458,458.646,7.6441,20220503 18:18:37,53.5,5,0.41,2.05,5,0.41,2.05,14
442,459,459.643,7.6607166667,20220503 18:18:38,53.75,5,0.41,2.05,5,0.41,2.05,15
443,460,460.647,7.67745,20220503 18:18:39,53.0,5,0.41,2.05,5,0.73,3.65,16
444,461,461.643,7.69405,20220503 18:18:40,53.25,5,0.45,2.05,5,0.67,3.35,17
445,462,462.642,7.7107,20220503 18:18:41,53.75,5,0.41,2.05,5,0.43,2.15,18
446,463,463.643,7.7273833333,20220503 18:18:42,53.5,5,0.41,2.05,5,0.79,3.95,19
447,464,464.643,7.74405,20220503 18:18:43,53.0,5,0.41,2.05,5,0.65,3.25,20
448,465,465.645,7.76075,20220503 18:18:44,53.5,5,0.41,2.05,5,0.49,2.45,21
449,466,466.643,7.7773833333,20220503 18:18:45,54.0,5,0.41,2.05,5,0.46,2.3,22
450,467,467.646,7.7941,20220503 18:18:46,53.75,5,0.41,2.05,5,0.79,3.95,23
451,468,468.645,7.81075,20220503 18:18:47,53.5,5,0.41,2.05,5,0.66,3.3,24
452,469,469.643,7.8273833333,20220503 18:18:48,53.75,5,0.41,2.05,5,0.64,3.2,25
453,470,470.643,7.84405,20220503 18:18:49,54.0,5,0.41,2.05,5,0.67,3.35,26
454,471,471.642,7.8607,20220503 18:18:50,54.75,5,0.41,2.05,5,0.8,4.0,27
455,472,472.646,7.8774333333,20220503 18:18:51,54.25,5,0.41,2.05,5,0.78,3.9,28
456,473,473.645,7.8940833333,20220503 18:18:52,54.75,5,0.41,2.05,5,0.5,2.5,29
457,474,474.642,7.9107,20220503 18:18:53,55.0,5,0.41,2.05,5,0.41,2.05,30
458,475,475.643,7.9273833333,20220503 18:18:54,55.0,5,0.41,2.05,5,0.81,4.05,31
459,476,476.644,7.9440666667,20220503 18:18:55,54.5,5,0.41,2.05,5,0.79,3.95,32
460,477,477.643,7.9607166667,20220503 18:18:56,54.75,5,0.41,2.05,5,0.72,3.6,33
461,478,478.644,7.9774,20220503 18:18:57,55.0,5,0.41,2.05,5,0.67,3.35,34
462,479,479.643,7.99405,20220503 18:18:58,55.0,5,0.41,2.05,5,0.54,2.7,35
463,480,480.646,8.0107666667,20220503 18:18:59,55.5,5,0.41,2.05,5,0.41,2.05,36
464,481,481.647,8.02745,20220503 18:19:00,55.5,5,0.41,2.05,5,0.67,3.35,37
465,482,482.646,8.0441,20220503 18:19:01,55.25,5,0.41,2.05,5,0.75,3.75,38
466,483,483.644,8.0607333333,20220503 18:19:02,55.75,5,0.41,2.05,5,0.69,3.45,39
467,484,484.642,8.0773666667,20220503 18:19:03,56.25,5,0.53,2.65,5,0.73,3.65,40
468,485,485.645,8.0940833333,20220503 18:19:04,56.5,5,0.47,2.35,5,0.5,2.5,41
469,486,486.643,8.1107166667,20220503 18:19:05,56.25,5,0.41,2.05,5,0.41,2.05,42
470,625,625.645,10.4274166667,20220503 18:21:24,49.75,5,0.41,2.05,5,0.44,2.2,0
471,626,626.643,10.44405,20220503 18:21:25,49.75,5,0.41,2.05,5,0.63,3.15,1
472,627,627.646,10.4607666667,20220503 18:21:26,50.0,5,0.41,2.05,5,0.62,3.1,2
473,628,628.646,10.4774333333,20220503 18:21:27,50.25,5,0.49,2.45,5,0.52,2.6,3
474,629,629.642,10.4940333333,20220503 18:21:28,50.75,5,0.47,2.35,5,0.64,3.2,4
475,630,630.643,10.5107166667,20220503 18:21:29,51.25,5,0.41,2.05,5,0.82,4.1,5
476,631,631.644,10.5274,20220503 18:21:30,51.5,5,0.5,2.5,5,0.69,3.45,6
477,632,632.643,10.54405,20220503 18:21:31,52.5,5,0.49,2.45,5,0.75,3.75,7
478,633,633.647,10.5607833333,20220503 18:21:32,53.0,5,0.57,2.85,5,0.49,2.45,8
479,634,634.644,10.5774,20220503 18:21:33,53.25,5,0.46,2.3,5,0.78,3.9,9
480,635,635.643,10.59405,20220503 18:21:34,53.5,5,0.41,2.05,5,0.5,2.5,10
481,636,636.646,10.6107666667,20220503 18:21:35,54.25,5,0.41,2.05,5,0.5,2.5,11
482,637,637.646,10.6274333333,20220503 18:21:36,54.0,5,0.41,2.05,5,0.49,2.45,12
483,638,638.644,10.6440666667,20220503 18:21:37,53.5,5,0.41,2.05,5,0.75,3.75,13
484,639,639.646,10.6607666667,20220503 18:21:38,53.5,5,0.41,2.05,5,0.72,3.6,14
485,640,640.647,10.67745,20220503 18:21:39,54.0,5,0.41,2.05,5,0.49,2.45,15
486,641,641.644,10.6940666667,20220503 18:21:40,54.25,5,0.41,2.05,5,0.41,2.05,16
487,642,642.647,10.7107833333,20220503 18:21:41,54.0,5,0.41,2.05,5,0.7,3.5,17
488,643,643.646,10.7274333333,20220503 18:21:42,53.75,5,0.41,2.05,5,0.82,4.1,18
489,644,644.643,10.74405,20220503 18:21:43,54.0,5,0.41,2.05,5,0.43,2.15,19
490,645,645.647,10.7607833333,20220503 18:21:44,54.25,5,0.41,2.05,5,0.69,3.45,20
491,646,646.645,10.7774166667,20220503 18:21:45,54.25,5,0.41,2.05,5,0.79,3.95,21
492,647,647.647,10.7941166667,20220503 18:21:46,54.5,5,0.41,2.05,5,0.49,2.45,22
493,648,648.646,10.8107666667,20220503 18:21:47,54.5,5,0.41,2.05,5,0.41,2.05,23
494,649,649.642,10.8273666667,20220503 18:21:48,54.25,5,0.41,2.05,5,0.79,3.95,24
495,650,650.646,10.8441,20220503 18:21:49,54.5,5,0.46,2.3,5,0.84,4.2,25
496,651,651.645,10.86075,20220503 18:21:50,54.75,5,0.41,2.05,5,0.63,3.15,26
497,652,652.645,10.8774166667,20220503 18:21:51,55.25,5,0.41,2.05,5,0.44,2.2,27
498,653,653.642,10.8940333333,20220503 18:21:52,55.25,5,0.41,2.05,5,0.78,3.9,28
499,654,654.645,10.91075,20220503 18:21:53,54.75,5,0.44,2.2,5,0.84,4.2,29
500,655,655.646,10.9274333333,20220503 18:21:54,55.25,5,0.41,2.05,5,0.5,2.5,30
501,656,656.646,10.9441,20220503 18:21:55,55.5,5,0.41,2.05,5,0.77,3.85,31
502,657,657.643,10.9607166667,20220503 18:21:56,55.25,5,0.41,2.05,5,0.81,4.05,32
503,658,658.642,10.9773666667,20220503 18:21:57,55.5,5,0.41,2.05,5,0.67,3.35,33
504,659,659.646,10.9941,20220503 18:21:58,55.75,5,0.41,2.05,5,0.66,3.3,34
505,660,660.646,11.0107666667,20220503 18:21:59,56.0,5,0.41,2.05,5,0.5,2.5,35
506,661,661.646,11.0274333333,20220503 18:22:00,56.0,5,0.41,2.05,5,0.5,2.5,36
507,662,662.644,11.0440666667,20220503 18:22:01,56.0,5,0.41,2.05,5,0.72,3.6,37
508,663,663.642,11.0607,20220503 18:22:02,55.75,5,0.41,2.05,5,0.81,4.05,38
509,664,664.646,11.0774333333,20220503 18:22:03,56.0,5,0.41,2.05,5,0.78,3.9,39
510,665,665.647,11.0941166667,20220503 18:22:04,56.5,5,0.41,2.05,5,0.68,3.4,40
511,666,666.646,11.1107666667,20220503 18:22:05,56.75,5,0.45,2.25,5,0.73,3.65,41
512,806,806.643,13.44405,20220503 18:24:25,50.0,5,0.41,2.05,5,0.45,2.25,0
513,807,807.645,13.46075,20220503 18:24:26,49.75,5,0.41,2.05,5,0.63,3.15,1
514,808,808.643,13.4773833333,20220503 18:24:27,49.75,5,0.49,2.45,5,0.49,2.45,2
515,809,809.646,13.4941,20220503 18:24:28,50.0,5,0.49,2.45,5,0.57,2.85,3
516,810,810.646,13.5107666667,20220503 18:24:29,51.25,5,0.45,2.25,5,0.72,3.6,4
517,811,811.643,13.5273833333,20220503 18:24:30,51.75,5,0.41,2.05,5,0.67,3.35,5
518,812,812.643,13.54405,20220503 18:24:31,52.25,5,0.49,2.45,5,0.53,2.65,6
519,813,813.643,13.5607166667,20220503 18:24:32,52.5,5,0.41,2.05,5,0.53,2.65,7
520,814,814.645,13.5774166667,20220503 18:24:33,52.75,5,0.46,2.3,5,0.67,3.35,8
521,815,815.645,13.5940833333,20220503 18:24:34,53.0,5,0.47,2.35,5,0.85,4.25,9
522,816,816.645,13.61075,20220503 18:24:35,53.5,5,0.41,2.05,5,0.53,2.65,10
523,817,817.645,13.6274166667,20220503 18:24:36,54.0,5,0.41,2.05,5,0.44,2.2,11
524,818,818.646,13.6441,20220503 18:24:37,53.75,5,0.44,2.2,5,0.74,3.7,12
525,819,819.644,13.6607333333,20220503 18:24:38,53.25,5,0.43,2.15,5,0.73,3.65,13
526,820,820.647,13.67745,20220503 18:24:39,54.0,5,0.41,2.05,5,0.41,2.05,14
527,821,821.644,13.6940666667,20220503 18:24:40,53.75,5,0.41,2.05,5,0.73,3.65,15
528,822,822.642,13.7107,20220503 18:24:41,53.25,5,0.45,2.25,5,0.66,3.3,16
529,823,823.644,13.7274,20220503 18:24:42,53.75,5,0.41,2.05,5,0.49,2.45,17
530,824,824.644,13.7440666667,20220503 18:24:43,54.25,5,0.41,2.05,5,0.49,2.45,18
531,825,825.646,13.7607666667,20220503 18:24:44,54.25,5,0.41,2.05,5,0.66,3.3,19
532,826,826.643,13.7773833333,20220503 18:24:45,53.75,5,0.43,2.15,5,0.72,3.6,20
533,827,827.646,13.7941,20220503 18:24:46,54.0,5,0.41,2.05,5,0.49,2.45,21
534,828,828.644,13.8107333333,20220503 18:24:47,54.5,5,0.41,2.05,5,0.41,2.05,22
535,829,829.645,13.8274166667,20220503 18:24:48,54.5,5,0.41,2.05,5,0.8,4.0,23
536,830,830.645,13.8440833333,20220503 18:24:49,54.0,5,0.46,2.3,5,0.79,3.95,24
537,831,831.642,13.8607,20220503 18:24:50,54.5,5,0.41,2.05,5,0.64,3.2,25
538,832,832.646,13.8774333333,20220503 18:24:51,55.25,5,0.41,2.05,5,0.54,2.7,26
539,833,833.644,13.8940666667,20220503 18:24:52,55.25,5,0.41,2.05,5,0.41,2.05,27
540,834,834.643,13.9107166667,20220503 18:24:53,54.75,5,0.41,2.05,5,0.71,3.55,28
