,index,seconds,minutes,dateTime,ser_vol,ser_cur,ser_pow,cli_vol,cli_cur,cli_pow,newIndex,cli_temp
969,2246,2246.302,37.4383666667,20220426 14:48:37,5,0.41,2.05,5,0.81,4.05,85,
970,2247,2247.3,37.455,20220426 14:48:38,5,0.4,2.0,5,0.78,3.9,86,
971,2248,2248.302,37.4717,20220426 14:48:39,5,0.43,2.15,5,0.74,3.7,87,
972,2249,2249.299,37.4883166667,20220426 14:48:40,5,0.41,2.05,5,0.77,3.85,88,
973,2250,2250.302,37.5050333333,20220426 14:48:41,5,0.42,2.1,5,0.77,3.85,89,
974,2251,2251.302,37.5217,20220426 14:48:42,5,0.41,2.05,5,0.79,3.95,90,
975,2252,2252.3,37.5383333333,20220426 14:48:43,5,0.46,2.3,5,0.83,4.15,91,
976,2253,2253.302,37.5550333333,20220426 14:48:44,5,0.4,2.0,5,0.77,3.85,92,
977,2254,2254.3,37.5716666667,20220426 14:48:45,5,0.41,2.05,5,0.73,3.65,93,
978,2255,2255.302,37.5883666667,20220426 14:48:46,5,0.42,2.1,5,0.79,3.95,94,
979,2256,2256.3,37.605,20220426 14:48:47,5,0.4,2.0,5,0.73,3.65,95,
980,2257,2257.301,37.6216833333,20220426 14:48:48,5,0.41,2.05,5,0.84,4.2,96,
981,2258,2258.303,37.6383833333,20220426 14:48:49,5,0.41,2.05,5,0.68,3.4,97,
982,2259,2259.298,37.6549666667,20220426 14:48:50,5,0.41,2.05,5,0.79,3.95,98,
983,2260,2260.302,37.6717,20220426 14:48:51,5,0.41,2.05,5,0.66,3.3,99,
984,2261,2261.3,37.6883333333,20220426 14:48:52,5,0.4,2.0,5,0.82,4.1,100,
985,2262,2262.3,37.705,20220426 14:48:53,5,0.4,2.0,5,0.65,3.25,101,
986,2263,2263.299,37.72165,20220426 14:48:54,5,0.41,2.05,5,0.81,4.05,102,
987,2264,2264.303,37.7383833333,20220426 14:48:55,5,0.41,2.05,5,0.64,3.2,103,
988,2265,2265.301,37.7550166667,20220426 14:48:56,5,0.41,2.05,5,0.77,3.85,104,
989,2266,2266.299,37.77165,20220426 14:48:57,5,0.4,2.0,5,0.67,3.35,105,
990,2267,2267.302,37.7883666667,20220426 14:48:58,5,0.41,2.05,5,0.63,3.15,106,
991,2268,2268.302,37.8050333333,20220426 14:48:59,5,0.41,2.05,5,0.75,3.75,107,
992,2269,2269.3,37.8216666667,20220426 14:49:00,5,0.4,2.0,5,0.64,3.2,108,
993,2270,2270.299,37.8383166667,20220426 14:49:01,5,0.46,2.3,5,0.88,4.4,109,
994,2271,2271.301,37.8550166667,20220426 14:49:02,5,0.41,2.05,5,0.8,4.0,110,
995,2272,2272.299,37.87165,20220426 14:49:03,5,0.41,2.05,5,0.51,2.55,111,
996,2273,2273.299,37.8883166667,20220426 14:49:04,5,0.41,2.05,5,0.51,2.55,112,
997,2274,2274.302,37.9050333333,20220426 14:49:05,5,0.41,2.05,5,0.44,2.2,113,
998,2275,2275.3,37.9216666667,20220426 14:49:06,5,0.41,2.05,5,0.67,3.35,114,
999,2276,2276.302,37.9383666667,20220426 14:49:07,5,0.4,2.0,5,0.52,2.6,115,
1000,2277,2277.301,37.9550166667,20220426 14:49:08,5,0.41,2.05,5,0.65,3.25,116,
1001,2278,2278.301,37.9716833333,20220426 14:49:09,5,0.45,2.25,5,0.5,2.5,117,
1002,2279,2279.302,37.9883666667,20220426 14:49:10,5,0.41,2.05,5,0.72,3.6,118,
1003,2280,2280.299,38.0049833333,20220426 14:49:11,5,0.41,2.05,5,0.43,2.15,119,
1004,2281,2281.302,38.0217,20220426 14:49:12,5,0.41,2.05,5,0.55,2.75,120,
1005,2282,2282.301,38.03835,20220426 14:49:13,5,0.41,2.05,5,0.65,3.25,121,
1006,2283,2283.3,38.055,20220426 14:49:14,5,0.4,2.0,5,0.47,2.35,122,
1007,2284,2284.298,38.0716333333,20220426 14:49:15,5,0.4,2.0,5,0.69,3.45,123,
1008,2285,2285.301,38.08835,20220426 14:49:16,5,0.4,2.0,5,0.42,2.1,124,
1009,2286,2286.299,38.1049833333,20220426 14:49:17,5,0.53,2.65,5,0.79,3.95,125,
1010,2287,2287.302,38.1217,20220426 14:49:18,5,0.64,3.2,5,0.57,2.85,126,
1011,2288,2288.3,38.1383333333,20220426 14:49:19,5,0.41,2.05,5,0.65,3.25,127,
1012,2289,2289.301,38.1550166667,20220426 14:49:20,5,0.41,2.05,5,0.47,2.35,128,
1013,2429,2429.3,40.4883333333,20220426 14:51:40,5,0.4,2.0,5,0.58,2.9,0,
1014,2430,2430.301,40.5050166667,20220426 14:51:41,5,0.62,3.1,5,0.54,2.7,1,
1015,2431,2431.301,40.5216833333,20220426 14:51:42,5,0.63,3.15,5,0.63,3.15,2,
1016,2432,2432.302,40.5383666667,20220426 14:51:43,5,0.41,2.05,5,0.64,3.2,3,
1017,2433,2433.299,40.5549833333,20220426 14:51:44,5,0.41,2.05,5,0.53,2.65,4,
1018,2434,2434.302,40.5717,20220426 14:51:45,5,0.49,2.45,5,0.49,2.45,5,
1019,2435,2435.302,40.5883666667,20220426 14:51:46,5,0.41,2.05,5,0.49,2.45,6,
1020,2436,2436.301,40.6050166667,20220426 14:51:47,5,0.49,2.45,5,0.41,2.05,7,
1021,2437,2437.301,40.6216833333,20220426 14:51:48,5,0.46,2.3,5,0.77,3.85,8,
1022,2438,2438.301,40.63835,20220426 14:51:49,5,0.47,2.35,5,0.77,3.85,9,
1023,2439,2439.302,40.6550333333,20220426 14:51:50,5,0.45,2.25,5,0.88,4.4,10,
1024,2440,2440.299,40.67165,20220426 14:51:51,5,0.62,3.1,5,0.63,3.15,11,
1025,2441,2441.298,40.6883,20220426 14:51:52,5,0.63,3.15,5,0.71,3.55,12,
1026,2442,2442.302,40.7050333333,20220426 14:51:53,5,0.43,2.15,5,0.68,3.4,13,
1027,2443,2443.299,40.72165,20220426 14:51:54,5,0.63,3.15,5,0.58,2.9,14,
1028,2444,2444.301,40.73835,20220426 14:51:55,5,0.49,2.45,5,0.64,3.2,15,
1029,2445,2445.299,40.7549833333,20220426 14:51:56,5,0.63,3.15,5,0.49,2.45,16,
1030,2446,2446.302,40.7717,20220426 14:51:57,5,0.47,2.35,5,0.52,2.6,17,
1031,2447,2447.302,40.7883666667,20220426 14:51:58,5,0.51,2.55,5,0.48,2.4,18,
1032,2448,2448.3,40.805,20220426 14:51:59,5,0.46,2.3,5,0.73,3.65,19,
1033,2449,2449.302,40.8217,20220426 14:52:00,5,0.41,2.05,5,0.73,3.65,20,
1034,2450,2450.3,40.8383333333,20220426 14:52:01,5,0.47,2.35,5,0.82,4.1,21,
1035,2451,2451.301,40.8550166667,20220426 14:52:02,5,0.45,2.25,5,0.75,3.75,22,
1036,2452,2452.298,40.8716333333,20220426 14:52:03,5,0.41,2.05,5,0.78,3.9,23,
1037,2453,2453.303,40.8883833333,20220426 14:52:04,5,0.41,2.05,5,0.76,3.8,24,
1038,2454,2454.299,40.9049833333,20220426 14:52:05,5,0.41,2.05,5,0.77,3.85,25,
1039,2455,2455.301,40.9216833333,20220426 14:52:06,5,0.45,2.25,5,0.76,3.8,26,
1040,2456,2456.302,40.9383666667,20220426 14:52:07,5,0.46,2.3,5,0.81,4.05,27,
1041,2457,2457.3,40.955,20220426 14:52:08,5,0.4,2.0,5,0.75,3.75,28,
1042,2458,2458.3,40.9716666667,20220426 14:52:09,5,0.41,2.05,5,0.76,3.8,29,
1043,2459,2459.298,40.9883,20220426 14:52:10,5,0.45,2.25,5,0.76,3.8,30,
1044,2460,2460.302,41.0050333333,20220426 14:52:11,5,0.41,2.05,5,0.78,3.9,31,
1045,2461,2461.299,41.02165,20220426 14:52:12,5,0.41,2.05,5,0.81,4.05,32,
1046,2462,2462.299,41.0383166667,20220426 14:52:13,5,0.41,2.05,5,0.75,3.75,33,
1047,2463,2463.302,41.0550333333,20220426 14:52:14,5,0.47,2.35,5,0.75,3.75,34,
1048,2464,2464.302,41.0717,20220426 14:52:15,5,0.41,2.05,5,0.68,3.4,35,
1049,2465,2465.303,41.0883833333,20220426 14:52:16,5,0.41,2.05,5,0.74,3.7,36,
1050,2466,2466.302,41.1050333333,20220426 14:52:17,5,0.41,2.05,5,0.63,3.15,37,
1051,2467,2467.302,41.1217,20220426 14:52:18,5,0.41,2.05,5,0.72,3.6,38,
1052,2468,2468.301,41.13835,20220426 14:52:19,5,0.45,2.25,5,0.77,3.85,39,
1053,2469,2469.302,41.1550333333,20220426 14:52:20,5,0.4,2.0,5,0.74,3.7,40,
1054,2470,2470.298,41.1716333333,20220426 14:52:21,5,0.41,2.05,5,0.75,3.75,41,
1055,2471,2471.301,41.18835,20220426 14:52:22,5,0.41,2.05,5,0.63,3.15,42,
1056,2472,2472.3,41.205,20220426 14:52:23,5,0.43,2.15,5,0.66,3.3,43,
1057,2473,2473.299,41.22165,20220426 14:52:24,5,0.41,2.05,5,0.78,3.9,44,
1058,2474,2474.302,41.2383666667,20220426 14:52:25,5,0.41,2.05,5,0.79,3.95,45,
1059,2475,2475.302,41.2550333333,20220426 14:52:26,5,0.41,2.05,5,0.79,3.95,46,
1060,2476,2476.301,41.2716833333,20220426 14:52:27,5,0.41,2.05,5,0.65,3.25,47,
1061,2477,2477.302,41.2883666667,20220426 14:52:28,5,0.41,2.05,5,0.76,3.8,48,
1062,2478,2478.3,41.305,20220426 14:52:29,5,0.41,2.05,5,0.78,3.9,49,
1063,2479,2479.299,41.32165,20220426 14:52:30,5,0.41,2.05,5,0.66,3.3,50,
1064,2480,2480.3,41.3383333333,20220426 14:52:31,5,0.41,2.05,5,0.79,3.95,51,
1065,2481,2481.301,41.3550166667,20220426 14:52:32,5,0.41,2.05,5,0.82,4.1,52,
1066,2482,2482.3,41.3716666667,20220426 14:52:33,5,0.41,2.05,5,0.84,4.2,53,
1067,2483,2483.298,41.3883,20220426 14:52:34,5,0.41,2.05,5,0.76,3.8,54,
1068,2484,2484.298,41.4049666667,20220426 14:52:35,5,0.41,2.05,5,0.84,4.2,55,
1069,2485,2485.298,41.4216333333,20220426 14:52:36,5,0.4,2.0,5,0.83,4.15,56,
1070,2486,2486.298,41.4383,20220426 14:52:37,5,0.41,2.05,5,0.78,3.9,57,
1071,2487,2487.302,41.4550333333,20220426 14:52:38,5,0.43,2.15,5,0.83,4.15,58,
1072,2488,2488.298,41.4716333333,20220426 14:52:39,5,0.4,2.0,5,0.75,3.75,59,
1073,2489,2489.302,41.4883666667,20220426 14:52:40,5,0.4,2.0,5,0.76,3.8,60,
1074,2490,2490.301,41.5050166667,20220426 14:52:41,5,0.4,2.0,5,0.77,3.85,61,
1075,2491,2491.302,41.5217,20220426 14:52:42,5,0.43,2.15,5,0.82,4.1,62,
1076,2492,2492.3,41.5383333333,20220426 14:52:43,5,0.4,2.0,5,0.73,3.65,63,
1077,2493,2493.3,41.555,20220426 14:52:44,5,0.41,2.05,5,0.73,3.65,64,
1078,2494,2494.299,41.57165,20220426 14:52:45,5,0.4,2.0,5,0.65,3.25,65,
1079,2495,2495.303,41.5883833333,20220426 14:52:46,5,0.4,2.0,5,0.81,4.05,66,
1080,2496,2496.299,41.6049833333,20220426 14:52:47,5,0.41,2.05,5,0.77,3.85,67,
1081,2497,2497.298,41.6216333333,20220426 14:52:48,5,0.41,2.05,5,0.74,3.7,68,
1082,2498,2498.302,41.6383666667,20220426 14:52:49,5,0.41,2.05,5,0.83,4.15,69,
1083,2499,2499.3,41.655,20220426 14:52:50,5,0.4,2.0,5,0.74,3.7,70,
1084,2500,2500.299,41.67165,20220426 14:52:51,5,0.4,2.0,5,0.74,3.7,71,
1085,2501,2501.298,41.6883,20220426 14:52:52,5,0.4,2.0,5,0.79,3.95,72,
1086,2502,2502.302,41.7050333333,20220426 14:52:53,5,0.4,2.0,5,0.74,3.7,73,
1087,2503,2503.301,41.7216833333,20220426 14:52:54,5,0.4,2.0,5,0.8,4.0,74,
1088,2504,2504.298,41.7383,20220426 14:52:55,5,0.41,2.05,5,0.83,4.15,75,
1089,2505,2505.301,41.7550166667,20220426 14:52:56,5,0.4,2.0,5,0.83,4.15,76,
1090,2506,2506.299,41.77165,20220426 14:52:57,5,0.41,2.05,5,0.76,3.8,77,
1091,2507,2507.298,41.7883,20220426 14:52:58,5,0.41,2.05,5,0.78,3.9,78,
1092,2508,2508.302,41.8050333333,20220426 14:52:59,5,0.41,2.05,5,0.79,3.95,79,
1093,2509,2509.302,41.8217,20220426 14:53:00,5,0.41,2.05,5,0.85,4.25,80,
1094,2510,2510.3,41.8383333333,20220426 14:53:01,5,0.44,2.2,5,0.65,3.25,81,
1095,2511,2511.303,41.85505,20220426 14:53:02,5,0.41,2.05,5,0.8,4.0,82,
1096,2512,2512.302,41.8717,20220426 14:53:03,5,0.4,2.0,5,0.8,4.0,83,
1097,2513,2513.301,41.88835,20220426 14:53:04,5,0.41,2.05,5,0.78,3.9,84,
1098,2514,2514.3,41.905,20220426 14:53:05,5,0.45,2.25,5,0.82,4.1,85,
1099,2515,2515.302,41.9217,20220426 14:53:06,5,0.4,2.0,5,0.76,3.8,86,
1100,2516,2516.302,41.9383666667,20220426 14:53:07,5,0.4,2.0,5,0.64,3.2,87,
1101,2517,2517.299,41.9549833333,20220426 14:53:08,5,0.4,2.0,5,0.75,3.75,88,
1102,2518,2518.298,41.9716333333,20220426 14:53:09,5,0.41,2.05,5,0.8,4.0,89,
1103,2519,2519.302,41.9883666667,20220426 14:53:10,5,0.4,2.0,5,0.63,3.15,90,
1104,2520,2520.3,42.005,20220426 14:53:11,5,0.4,2.0,5,0.74,3.7,91,
1105,2521,2521.299,42.02165,20220426 14:53:12,5,0.4,2.0,5,0.83,4.15,92,
1106,2522,2522.299,42.0383166667,20220426 14:53:13,5,0.4,2.0,5,0.73,3.65,93,
1107,2523,2523.303,42.05505,20220426 14:53:14,5,0.41,2.05,5,0.74,3.7,94,
1108,2524,2524.303,42.0717166667,20220426 14:53:15,5,0.4,2.0,5,0.78,3.9,95,
1109,2525,2525.301,42.08835,20220426 14:53:16,5,0.4,2.0,5,0.63,3.15,96,
1110,2526,2526.302,42.1050333333,20220426 14:53:17,5,0.4,2.0,5,0.67,3.35,97,
1111,2527,2527.3,42.1216666667,20220426 14:53:18,5,0.4,2.0,5,0.77,3.85,98,
1112,2528,2528.298,42.1383,20220426 14:53:19,5,0.4,2.0,5,0.71,3.55,99,
1113,2529,2529.301,42.1550166667,20220426 14:53:20,5,0.4,2.0,5,0.64,3.2,100,
1114,2530,2530.302,42.1717,20220426 14:53:21,5,0.4,2.0,5,0.79,3.95,101,
1115,2531,2531.302,42.1883666667,20220426 14:53:22,5,0.41,2.05,5,0.8,4.0,102,
1116,2532,2532.301,42.2050166667,20220426 14:53:23,5,0.45,2.25,5,0.66,3.3,103,
1117,2533,2533.302,42.2217,20220426 14:53:24,5,0.4,2.0,5,0.78,3.9,104,
1118,2534,2534.301,42.23835,20220426 14:53:25,5,0.4,2.0,5,0.78,3.9,105,
1119,2535,2535.299,42.2549833333,20220426 14:53:26,5,0.41,2.05,5,0.74,3.7,106,
1120,2536,2536.303,42.2717166667,20220426 14:53:27,5,0.4,2.0,5,0.79,3.95,107,
1121,2537,2537.302,42.2883666667,20220426 14:53:28,5,0.41,2.05,5,0.8,4.0,108,
1122,2538,2538.299,42.3049833333,20220426 14:53:29,5,0.47,2.35,5,0.64,3.2,109,
1123,2539,2539.3,42.3216666667,20220426 14:53:30,5,0.46,2.3,5,0.79,3.95,110,
1124,2540,2540.302,42.3383666667,20220426 14:53:31,5,0.4,2.0,5,0.81,4.05,111,
1125,2541,2541.3,42.355,20220426 14:53:32,5,0.4,2.0,5,0.68,3.4,112,
1126,2542,2542.3,42.3716666667,20220426 14:53:33,5,0.4,2.0,5,0.85,4.25,113,
1127,2543,2543.298,42.3883,20220426 14:53:34,5,0.41,2.05,5,0.75,3.75,114,
1128,2544,2544.303,42.40505,20220426 14:53:35,5,0.4,2.0,5,0.76,3.8,115,
1129,2545,2545.301,42.4216833333,20220426 14:53:36,5,0.45,2.25,5,0.85,4.25,116,
1130,2546,2546.3,42.4383333333,20220426 14:53:37,5,0.4,2.0,5,0.79,3.95,117,
1131,2547,2547.302,42.4550333333,20220426 14:53:38,5,0.4,2.0,5,0.76,3.8,118,
1132,2548,2548.3,42.4716666667,20220426 14:53:39,5,0.46,2.3,5,0.84,4.2,119,
1133,2549,2549.3,42.4883333333,20220426 14:53:40,5,0.4,2.0,5,0.75,3.75,120,
1134,2550,2550.3,42.505,20220426 14:53:41,5,0.41,2.05,5,0.75,3.75,121,
1135,2551,2551.302,42.5217,20220426 14:53:42,5,0.4,2.0,5,0.75,3.75,122,
1136,2552,2552.302,42.5383666667,20220426 14:53:43,5,0.47,2.35,5,0.77,3.85,123,
1137,2553,2553.299,42.5549833333,20220426 14:53:44,5,0.45,2.25,5,0.68,3.4,124,
1138,2554,2554.302,42.5717,20220426 14:53:45,5,0.4,2.0,5,0.65,3.25,125,
1139,2555,2555.3,42.5883333333,20220426 14:53:46,5,0.4,2.0,5,0.67,3.35,126,
1140,2556,2556.302,42.6050333333,20220426 14:53:47,5,0.4,2.0,5,0.78,3.9,127,
1141,2557,2557.299,42.62165,20220426 14:53:48,5,0.4,2.0,5,0.51,2.55,128,
1142,2558,2558.301,42.63835,20220426 14:53:49,5,0.4,2.0,5,0.65,3.25,129,
1143,2559,2559.302,42.6550333333,20220426 14:53:50,5,0.41,2.05,5,0.42,2.1,130,
1144,2560,2560.302,42.6717,20220426 14:53:51,5,0.41,2.05,5,0.71,3.55,131,
1145,2561,2561.302,42.6883666667,20220426 14:53:52,5,0.41,2.05,5,0.42,2.1,132,
1146,2562,2562.3,42.705,20220426 14:53:53,5,0.41,2.05,5,0.67,3.35,133,
1147,2563,2563.299,42.72165,20220426 14:53:54,5,0.41,2.05,5,0.49,2.45,134,
1148,2564,2564.302,42.7383666667,20220426 14:53:55,5,0.4,2.0,5,0.54,2.7,135,
1149,2565,2565.302,42.7550333333,20220426 14:53:56,5,0.41,2.05,5,0.51,2.55,136,
1150,2566,2566.3,42.7716666667,20220426 14:53:57,5,0.4,2.0,5,0.42,2.1,137,
1151,2567,2567.299,42.7883166667,20220426 14:53:58,5,0.41,2.05,5,0.66,3.3,138,
1152,2568,2568.302,42.8050333333,20220426 14:53:59,5,0.4,2.0,5,0.44,2.2,139,
1153,2569,2569.3,42.8216666667,20220426 14:54:00,5,0.4,2.05,5,0.7,3.5,140,
1154,2570,2570.299,42.8383166667,20220426 14:54:01,5,0.45,2.25,5,0.5,2.5,141,
1155,2571,2571.298,42.8549666667,20220426 14:54:02,5,0.4,2.0,5,0.8,4.0,142,
1156,2572,2572.302,42.8717,20220426 14:54:03,5,0.63,3.15,5,0.58,2.9,143,
1157,2573,2573.299,42.8883166667,20220426 14:54:04,5,0.55,2.75,5,0.65,3.25,144,
1158,2574,2574.298,42.9049666667,20220426 14:54:05,5,0.41,2.05,5,0.64,3.2,145,
1159,444,444.162,7.4027,20220429 16:39:33,5,0.41,2.05,5,0.65,3.25,0,48.75
1160,445,445.166,7.4194333333,20220429 16:39:34,5,0.61,3.05,5,0.41,2.05,1,49.0
1161,446,446.166,7.4361,20220429 16:39:35,5,0.6,3.0,5,0.41,2.05,2,49.5
1162,447,447.165,7.45275,20220429 16:39:36,5,0.59,2.95,5,0.41,2.05,3,49.5
1163,448,448.163,7.4693833333,20220429 16:39:37,5,0.57,2.85,5,0.41,2.05,4,49.0
1164,449,449.164,7.4860666667,20220429 16:39:38,5,0.61,3.05,5,0.41,2.05,5,49.25
1165,450,450.164,7.5027333333,20220429 16:39:39,5,0.64,3.2,5,0.41,2.05,6,49.25
1166,451,451.161,7.51935,20220429 16:39:40,5,0.51,2.55,5,0.64,3.2,7,49.0
1167,452,452.164,7.5360666667,20220429 16:39:41,5,0.45,2.25,5,0.68,3.4,8,49.0
1168,453,453.161,7.5526833333,20220429 16:39:42,5,0.5,2.5,5,0.64,3.2,9,49.5
1169,454,454.165,7.5694166667,20220429 16:39:43,5,0.6,3.0,5,0.48,2.4,10,50.25
1170,455,455.168,7.5861333333,20220429 16:39:44,5,0.41,2.05,5,0.56,2.8,11,50.5
1171,456,456.165,7.60275,20220429 16:39:45,5,0.55,2.75,5,0.45,2.25,12,50.5
1172,457,457.161,7.61935,20220429 16:39:46,5,0.48,2.4,5,0.77,3.85,13,50.75
1173,458,458.161,7.6360166667,20220429 16:39:47,5,0.49,2.45,5,0.79,3.95,14,50.75
1174,459,459.162,7.6527,20220429 16:39:48,5,0.44,2.2,5,0.84,4.2,15,51.5
1175,460,460.163,7.6693833333,20220429 16:39:49,5,0.54,2.7,5,0.66,3.3,16,52.5
1176,461,461.163,7.68605,20220429 16:39:50,5,0.64,3.2,5,0.46,2.65,17,53.0
1177,462,462.163,7.7027166667,20220429 16:39:51,5,0.49,2.45,5,0.67,3.35,18,52.5
1178,463,463.161,7.71935,20220429 16:39:52,5,0.64,3.2,5,0.49,2.45,19,52.25
1179,464,464.163,7.73605,20220429 16:39:53,5,0.49,2.45,5,0.48,2.4,20,52.5
1180,465,465.161,7.7526833333,20220429 16:39:54,5,0.41,2.05,5,0.67,3.35,21,52.25
1181,466,466.168,7.7694666667,20220429 16:39:55,5,0.64,3.2,5,0.46,2.3,22,52.0
1182,467,467.162,7.7860333333,20220429 16:39:56,5,0.51,2.55,5,0.68,3.4,23,52.25
1183,468,468.162,7.8027,20220429 16:39:57,5,0.64,3.2,5,0.45,2.25,24,52.0
1184,469,469.167,7.81945,20220429 16:39:58,5,0.47,2.35,5,0.78,3.9,25,52.0
1185,470,470.161,7.8360166667,20220429 16:39:59,5,0.45,2.25,5,0.72,3.6,26,52.0
1186,471,471.162,7.8527,20220429 16:40:00,5,0.49,2.45,5,0.76,3.8,27,53.25
1187,472,472.162,7.8693666667,20220429 16:40:01,5,0.48,2.4,5,0.81,4.05,28,53.75
1188,473,473.161,7.8860166667,20220429 16:40:02,5,0.44,2.2,5,0.76,3.8,29,54.25
1189,474,474.163,7.9027166667,20220429 16:40:03,5,0.47,2.35,5,0.63,3.15,30,54.75
1190,475,475.168,7.9194666667,20220429 16:40:04,5,0.41,2.05,5,0.78,3.9,31,55.0
1191,476,476.163,7.93605,20220429 16:40:05,5,0.41,2.05,5,0.69,3.45,32,55.25
1192,477,477.163,7.9527166667,20220429 16:40:06,5,0.43,2.15,5,0.74,3.7,33,55.75
1193,478,478.164,7.9694,20220429 16:40:07,5,0.41,2.05,5,0.74,3.7,34,55.75
1194,479,479.165,7.9860833333,20220429 16:40:08,5,0.46,2.3,5,0.79,3.95,35,55.75
1195,480,480.162,8.0027,20220429 16:40:09,5,0.47,2.35,5,0.78,3.9,36,55.75
1196,481,481.163,8.0193833333,20220429 16:40:10,5,0.41,2.05,5,0.78,3.9,37,56.0
1197,482,482.165,8.0360833333,20220429 16:40:11,5,0.41,2.05,5,0.68,3.4,38,56.25
1198,483,483.166,8.0527666667,20220429 16:40:12,5,0.41,2.05,5,0.75,3.75,39,56.5
1199,484,484.168,8.0694666667,20220429 16:40:13,5,0.41,2.05,5,0.78,3.9,40,56.5
1200,485,485.161,8.0860166667,20220429 16:40:14,5,0.41,2.05,5,0.73,3.65,41,57.0
1201,486,486.16,8.1026666667,20220429 16:40:15,5,0.45,2.25,5,0.67,3.35,42,57.25
1202,487,487.164,8.1194,20220429 16:40:16,5,0.48,2.4,5,0.76,3.8,43,57.25
1203,488,488.164,8.1360666667,20220429 16:40:17,5,0.41,2.05,5,0.74,3.7,44,57.25
1204,489,489.163,8.1527166667,20220429 16:40:18,5,0.41,2.05,5,0.63,3.15,45,57.5
1205,490,490.162,8.1693666667,20220429 16:40:19,5,0.48,2.4,5,0.81,4.05,46,57.75
1206,491,491.163,8.18605,20220429 16:40:20,5,0.47,2.35,5,0.74,3.7,47,57.5
1207,492,492.16,8.2026666667,20220429 16:40:21,5,0.41,2.05,5,0.74,3.7,48,58.0
1208,493,493.161,8.21935,20220429 16:40:22,5,0.49,2.45,5,0.91,4.55,49,58.0
1209,494,494.17,8.2361666667,20220429 16:40:23,5,0.48,2.4,5,0.91,4.55,50,58.25
1210,495,495.167,8.2527833333,20220429 16:40:24,5,0.47,2.35,5,0.75,3.75,51,58.75
1211,496,496.165,8.2694166667,20220429 16:40:25,5,0.46,2.3,5,0.63,3.15,52,58.75
1212,497,497.163,8.28605,20220429 16:40:26,5,0.41,2.05,5,0.68,3.4,53,58.75
1213,498,498.161,8.3026833333,20220429 16:40:27,5,0.41,2.05,5,0.89,4.45,54,58.25
1214,499,499.161,8.31935,20220429 16:40:28,5,0.41,2.05,5,0.78,3.9,55,58.0
1215,500,500.163,8.33605,20220429 16:40:29,5,0.41,2.05,5,0.77,3.85,56,58.25
1216,501,501.163,8.3527166667,20220429 16:40:30,5,0.41,2.05,5,0.75,3.75,57,58.25
1217,502,502.166,8.3694333333,20220429 16:40:31,5,0.41,2.05,5,0.75,3.75,58,58.5
1218,503,503.164,8.3860666667,20220429 16:40:32,5,0.41,2.05,5,0.7,3.5,59,58.5
1219,504,504.163,8.4027166667,20220429 16:40:33,5,0.41,2.05,5,0.74,3.7,60,58.75
1220,505,505.161,8.41935,20220429 16:40:34,5,0.41,2.05,5,0.66,3.3,61,58.75
1221,506,506.17,8.4361666667,20220429 16:40:35,5,0.44,2.2,5,0.75,3.75,62,59.0
1222,507,507.161,8.4526833333,20220429 16:40:36,5,0.41,2.05,5,0.77,3.85,63,58.75
1223,508,508.165,8.4694166667,20220429 16:40:37,5,0.41,2.05,5,0.74,3.7,64,58.75
1224,509,509.167,8.4861166667,20220429 16:40:38,5,0.41,2.05,5,0.79,3.95,65,59.0
1225,510,510.16,8.5026666667,20220429 16:40:39,5,0.41,2.05,5,0.75,3.75,66,59.0
1226,511,511.162,8.5193666667,20220429 16:40:40,5,0.41,2.05,5,0.74,3.55,67,59.0
1227,512,512.161,8.5360166667,20220429 16:40:41,5,0.45,2.25,5,0.83,4.15,68,59.25
1228,513,513.17,8.5528333333,20220429 16:40:42,5,0.41,2.05,5,0.77,3.85,69,59.25
1229,514,514.16,8.5693333333,20220429 16:40:43,5,0.41,2.05,5,0.64,3.2,70,59.25
1230,515,515.17,8.5861666667,20220429 16:40:44,5,0.41,2.05,5,0.73,3.65,71,59.5
1231,516,516.168,8.6028,20220429 16:40:45,5,0.41,2.05,5,0.79,3.95,72,59.25
1232,517,517.163,8.6193833333,20220429 16:40:46,5,0.41,2.05,5,0.79,3.95,73,59.5
1233,518,518.16,8.636,20220429 16:40:47,5,0.41,2.05,5,0.82,4.1,74,59.5
1234,519,519.168,8.6528,20220429 16:40:48,5,0.41,2.05,5,0.78,3.9,75,59.25
1235,520,520.166,8.6694333333,20220429 16:40:49,5,0.44,2.2,5,0.79,3.95,76,59.25
1236,521,521.168,8.6861333333,20220429 16:40:50,5,0.47,2.35,5,0.9,4.5,77,59.25
1237,522,522.17,8.7028333333,20220429 16:40:51,5,0.41,2.05,5,0.77,3.85,78,59.25
1238,523,523.167,8.71945,20220429 16:40:52,5,0.41,2.05,5,0.69,3.45,79,59.5
1239,524,524.165,8.7360833333,20220429 16:40:53,5,0.41,2.05,5,0.74,3.7,80,60.0
1240,525,525.162,8.7527,20220429 16:40:54,5,0.42,2.1,5,0.75,3.75,81,60.25
1241,526,526.167,8.76945,20220429 16:40:55,5,0.41,2.05,5,0.8,4.0,82,60.0
1242,527,527.17,8.7861666667,20220429 16:40:56,5,0.41,2.05,5,0.77,3.85,83,60.5
1243,528,528.164,8.8027333333,20220429 16:40:57,5,0.41,2.05,5,0.8,4.0,84,60.5
1244,529,529.162,8.8193666667,20220429 16:40:58,5,0.41,2.05,5,0.73,3.65,85,60.5
